"Codigo"|"Estado"|"Cod. Proveedor"|"Proveedor"|"Nombre"|"Descripcion"|"Marca"|"Precio final"|"Precio super"|"Stock"
"ALM24006"|"oculto"|"11"|"Fargo"|"Pan lactal rodajas finas 450gr."|"Fargo"|"Fargo"|"0.0"|"0.0"|""
"LIM17001"|"oculto"|"4"|"Distribuidora Parodi"|"Pastillas para inodoro 1u."|""|"Glade"|"0.0"|"0.0"|""
"LIM03002"|"oculto"|"18"|"El Libertador"|"Perfumina cherry 900cc."|"El Libertador"|"El Libertador"|"0.0"|"0.0"|""
"HIP03003"|"oculto"|"22"|"Tierra Nuestra"|"Pomada eucalipto y alcanfor 30gr."|"Cooperativa Tierra Nuestra"|"Tierra Nuestra"|"0.0"|"0.0"|""
"ALM36005"|"oculto"|"3"|"Distribución Rosario"|"Sidra 910cc."|"La Farruca"|"La Farruca"|"0.0"|"0.0"|""
"FYV02003"|"oculto"|"32"|"Naturalísima"|"Verduras para sopa 500gr."|"Naturalísima"|"Naturalísima"|"0.0"|"0.0"|""
"ALM36002"|"oculto"|"65"|"Artemio"|"Vino Cabernet 750ml."|""|"Trapiche Origen"|"0.0"|"0.0"|""
"ALM36001"|"oculto"|"65"|"Artemio"|"Vino Malbec 750ml."|""|"Trapiche Origen"|"0.0"|"0.0"|""
"ALM10003"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM25017"|"activo"|"34"|"Salvena Miel"|"Turrón castañas 1 u 100 g"|""|"Salvena Miel"|"30.25"|"40.0"|""
"HIP03005"|"oculto"|"22"|"Tierra Nuestra"|"Shampoo de caléndula 330cc."|""|"Tierra Nuestra"|"0.0"|"0.0"|""
"HIP03006"|"oculto"|"22"|"Tierra Nuestra"|"Acondicionador de caléndula"|""|"Tierra Nuestra"|"55.0"|"0.0"|"1"
"ALM14017"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"FRE04005"|"oculto"|"44"|"Quesería Independencia"|"Queso cremoso 500gr."|"Cremac"|"Cremac"|"0.0"|"0.0"|""
"FRE04006"|"oculto"|"44"|"Quesería Independencia"|"Salchichas 6u."|"Paladini"|"Paladini"|"0.0"|"0.0"|""
"FRE04010"|"oculto"|"44"|"Quesería Independencia"|"Salchichas 6u."|"Fela"|"Fela"|"0.0"|"0.0"|""
"FRE06002"|"oculto"|"45"|"Ríolupa S.A."|"Tentáculo de calamar 800gr."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06004"|"oculto"|"45"|"Ríolupa S.A."|"Filet de merluza 1500gr."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06006"|"oculto"|"45"|"Ríolupa S.A."|"Tubo de calamar (para raba) 1kg."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06009"|"oculto"|"45"|"Ríolupa S.A."|"Mejillones 1kg."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"CAN03005"|"oculto"|"22"|"Tierra Nuestra"|"Canasta de higiene personal Caléndula"|"Shampoo de caléndula + acondicionador de caléndula + jabón líquido de caléndula +1 Jabón sólido"|"Tierra Nuestra"|"0.0"|"0.0"|""
"ALM60009"|"oculto"|"46"|"Adriana Insúa"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM60008"|"oculto"|"46"|"Adriana Insúa"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM60011"|"oculto"|"46"|"Adriana Insúa"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM60010"|"oculto"|"46"|"Adriana Insúa"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM60012"|"oculto"|"46"|"Adriana Insúa"|"Huevo de Pascua blanco N°16 (imagen ilustrativa)"|"Emprendimiento familiar"|"Adriana Insúa"|"0.0"|"0.0"|""
"ALM60013"|"oculto"|"46"|"Adriana Insúa"|"Huevo de Pascua negro N°16 (imagen ilustrativa)"|"Emprendimiento familiar"|"Adriana Insúa"|"0.0"|"0.0"|""
"FRE14003"|"oculto"|"51"|"Trigarte"|"SIN TACC- Tapas de empanadas 6 u"|"División celíacos"|"Trigarte"|"33.0"|"0.0"|""
"FRE14004"|"oculto"|"51"|"Trigarte"|"Prepizza sin TACC"|"División celíacos"|"Trigarte"|"66.0"|"0.0"|""
"ALM49018"|"oculto"|"51"|"Trigarte"|"SIN TACC- Vainillas 12u."|"Trigarte. División celíacos"|"Trigarte"|"0.0"|"0.0"|""
"HIP50004"|"activo"|"39"|"Selvamor"|"Shampoo de romero"|"Arte natural y curativo. Romero y aceite esencial de menta. PH neutro"|"Selvamor"|"137.5"|"0.0"|""
"ALM37006"|"oculto"|"35"|"Ermelinda Miel"|"Miel 250gr ."|""|"Ermelinda Miel"|"21.23"|"35.5"|""
"ALM60001"|"oculto"|"49"|"Distribuidora Andina"|"Agua con gas 1500cc. 6u."|"Villavicencio"|"Villavicencio"|"0.0"|"0.0"|""
"ALM60002"|"oculto"|"49"|"Distribuidora Andina"|"Agua sin gas 1500cc. 6u."|"Villavicencio"|"Villavicencio"|"0.0"|"0.0"|""
"ALM60003"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada pomelo 1500cc. 6u."|"Levite"|"Levite"|"0.0"|"0.0"|""
"ALM60004"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada naranja 1500cc. 6u."|"Levite"|"Levite"|"0.0"|"0.0"|""
"ALM60005"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada pomelo 1500cc. 6u."|"We"|"We"|"0.0"|"0.0"|""
"ALM60006"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada naranja 1500cc. 6u."|"We"|"We"|"0.0"|"0.0"|""
"ALM60007"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada citrus 1500cc. 6u."|"Ser"|"Ser"|"0.0"|"0.0"|""
"FRE06012"|"activo"|"50"|"Frigorífico Swift"|"Salchichas 6 u"|""|"Frigorífico Swift"|"38.09"|"58.59"|""
"FRE06010"|"oculto"|"50"|"Frigorífico Swift"|"Hamburguesas 2u 80 g"|"Doble Plus"|"Frigorífico Swift"|"31.59"|"0.0"|""
"ALM06014"|"oculto"|"50"|"Frigorífico Swift"|"Picadillo de carne 90 g"|""|"Frigorífico Swift"|"10.8"|"0.0"|""
"ALM06013"|"oculto"|"50"|"Frigorífico Swift"|"Pate de foie 90 g"|""|"Frigorífico Swift"|"10.8"|"0.0"|""
"ALM06015"|"oculto"|"50"|"Frigorífico Swift"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM49010"|"oculto"|"11"|"Fargo"|"Alfajor chocolate negro 72gr. 6u."|"La Recoleta"|"La Recoleta"|"0.0"|"0.0"|""
"ALM49011"|"oculto"|"11"|"Fargo"|"Alfajor blanco 72gr. 6u."|"La Recoleta"|"La Recoleta"|"0.0"|"0.0"|""
"ALM49012"|"oculto"|"11"|"Fargo"|"Pack alfajores chocolate negro 150gr."|"La Recoleta"|"La Recoleta"|"0.0"|"0.0"|""
"ALM49014"|"oculto"|"11"|"Fargo"|"Alfajor chocolate negro triple 70gr. 6u."|"Grandote"|"Grandote"|"0.0"|"76.0"|""
"ALM49015"|"oculto"|"11"|"Fargo"|"Alfajor blanco triple 70gr. 6u."|"Grandote"|"Grandote"|"0.0"|"76.0"|""
"ALM49016"|"oculto"|"11"|"Fargo"|"Alfajor chocolate negro doble 40gr. 6u."|"Grandote"|"Grandote"|"0.0"|"36.5"|""
"ALM49017"|"oculto"|"11"|"Fargo"|"Alfajor blanco doble 40gr. 6u."|"Grandote"|"Grandote"|"0.0"|"36.5"|""
"FRE10011"|"oculto"|"50"|"Frigorífico Swift"|"Bifes de chorizo 750gr."|"Frigorífico Swift"|"Frigorífico Swift"|"0.0"|"0.0"|""
"FRE10012"|"oculto"|"50"|"Frigorífico Swift"|"Bifes de cuadril 750gr."|""|"Frigorífico Swift"|"0.0"|"159.9"|""
"FRE10013"|"oculto"|"50"|"Frigorífico Swift"|"Peceto feteado 750gr."|""|"Frigorífico Swift"|"0.0"|"194.9"|""
"FRE10014"|"oculto"|"50"|"Frigorífico Swift"|"Nalga tapa feteada 750gr."|""|"Frigorífico Swift"|"140.16"|"104.93"|""
"FRE10015"|"oculto"|"50"|"Frigorífico Swift"|"Roast beef 750gr."|""|"Frigorífico Swift"|"0.0"|"137.9"|""
"FRE10016"|"oculto"|"50"|"Frigorífico Swift"|"Vacío 750gr."|""|"Frigorífico Swift"|"0.0"|"167.9"|""
"CAN02007"|"activo"|"31"|"Varios"|"Canasta Panchos"|"Salchichas Swift 6u. + Pan para panchos Don Yeyo 6u."|"Varios"|"71.44"|"0.0"|""
"CAN02008"|"oculto"|"31"|"Varios"|"Canasta Hamburguesas"|"Hamburguesas Swift Doble Plus 80gr. 4u. + Pan para hamburguesas Don Yeyo 4u."|"Varios"|"0.0"|"0.0"|""
"CAN02009"|"oculto"|"31"|"Varios"|"Promo Fiesta Roja hamburguesas"|"Hamburguesas Swift Doble Plus 80gr. 24u. + Bolsón pan para hamburguesas Estrella 24u."|"Varios"|"0.0"|"0.0"|""
"CAN02010"|"oculto"|"31"|"Varios"|"Promo Fiesta Roja panchos"|"Salchichas Swift 24u. + Bolsón pan para panchos Estrella 24u."|"Varios"|"0.0"|"0.0"|""
"ALM24030"|"oculto"|"11"|"Fargo"|"Vainillas 160gr."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM24031"|"oculto"|"11"|"Fargo"|"Grisines 150gr."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM04000"|"oculto"|"76"|"Itatì Crea"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"FRE06011"|"oculto"|"1"|"Genérico"|"Supremas de muslo 1kg."|"Frango S.R.L."|"Genérico"|"0.0"|"0.0"|""
"FRE06016"|"oculto"|"60"|"Frango S.R.L."|"Hamburguesas de pollo 85gr. 4u."|"Frango S.R.L."|"Frango S.R.L."|"0.0"|"37.39"|""
"HIP50005"|"oculto"|"39"|"Selvamor"|"Pomada de Lavanda 30 cc"|"Selvamor. Arte natural y curativo"|"Selvamor"|"0.0"|"0.0"|""
"FRE04030"|"oculto"|"64"|"Shanti Irupe"|"Milanesas de soja 4 u"|""|"Shanti"|"77.0"|"80.0"|"1"
"FRE04015"|"activo"|"54"|"Souno "|"Hamburguesas de calabaza y Muzzarella"|"6 unidades x 100 g"|"Souno"|"115.5"|"120.0"|""
"FRE04016"|"oculto"|"54"|"Souno "|"Hamburguesas Brócoli alubias y maní"|"6 unidades x 100 g"|"Souno"|"0.0"|"0.0"|""
"FRE04017"|"activo"|"54"|"Souno "|"Hamburguesas Porotos negros y zanahoria"|"6 unidades x 100 g"|"Souno"|"104.5"|"120.0"|""
"FRE04018"|"oculto"|"54"|"Souno "|"Hamburguesas Remolacha y arroz yamaní"|"6 unidades x 100 g"|"Souno"|"104.5"|"0.0"|""
"FRE04019"|"activo"|"54"|"Souno "|"Hamburguesas lentejas al romero"|"6 unidades x 100 g"|"Souno"|"104.5"|"120.0"|""
"ALM26010"|"oculto"|"53"|"Alimentos con Amor"|"Pan molde de Salvado con semillas 800 g (guardar en lugar fresco)"|""|"Alimentos con Amor"|"110.0"|"120.0"|"1"
"ALM25101"|"activo"|"62"|"Pronoar "|"Manies pelados salados 250 g"|""|"Pronoar"|"28.6"|"0.0"|""
"ALM25102"|"activo"|"62"|"Pronoar "|"Pasas de uva sin semilla 250 g"|""|"Pronoar"|"45.1"|"0.0"|""
"ALM25103"|"activo"|"62"|"Pronoar "|"Mix de frutos secos 250 g"|"Nueces + almendras + nueces pecán + maní + pasas de uva + chips de banana"|"Pronoar"|"104.5"|"0.0"|""
"ALM25104"|"activo"|"62"|"Pronoar "|"Mani con cascara 500 g"|""|"Pronoar"|"72.6"|"0.0"|""
"ALM13002"|"oculto"|"4"|"Distribuidora Parodi"|"Harina leudante 1 kg"|""|"Chacabuco"|"28.08"|"43.49"|""
"HIP07003"|"activo"|"4"|"Distribuidora Parodi"|"Antitranspirante masculino 90 g"|"Extra Cool"|"Rexona"|"98.9"|"110.71"|""
"TIE00001"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesas Frida Kahlo"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00002"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesas Violeta Parra"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"100.0"|""
"TIE00003"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesas Juana Azurduy"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00004"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesas Clarice Lispector"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00005"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antihéroes Julio Cortázar"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00007"|"oculto"|"31"|"Varios"|"Libro Soldaditos de Nadie"|"Jere, Mono y Patóm. Crónica de una luca. Editorial Puño y Letra"|"Varios"|"0.0"|"0.0"|""
"ALM20018"|"oculto"|"3"|"Distribución Rosario"|"Mermelada de durazno 450gr."|"Baggio"|"Baggio"|"0.0"|"0.0"|""
"ALM25019"|"oculto"|"11"|"Fargo"|"Pan blanco tipo artesanal"|"Fargo"|"Fargo"|"0.0"|"0.0"|""
"FYV02022"|"oculto"|"66"|"Cooperativa Soldini "|"Papas para freir 500gr."|"Cooperativa Soldini"|"Cooperativa Soldini"|"0.0"|"0.0"|""
"FYV02023"|"oculto"|"66"|"Cooperativa Soldini "|"Mix de vegetales 500gr."|"Cooperativa Soldini"|"Cooperativa Soldini"|"0.0"|"0.0"|""
"ALM25030"|"oculto"|"12"|"Tyna"|"Triángulos de hojaldre 250 g"|""|"Hojalmar"|"37.4"|"35.99"|""
"ALM04010"|"oculto"|"58"|"Todo Diseño"|"Eco bolsa de friselina"|"Medidas 45x40x10"|"Todo Diseño"|"0.0"|"0.0"|""
"ALM26011"|"oculto"|"53"|"Alimentos con Amor"|"Pan francés 500gr."|""|"Alimentos con Amor"|"0.0"|"24.25"|""
"ALM26012"|"oculto"|"53"|"Alimentos con Amor"|"Palmeritas artesanales 250gr."|""|"Alimentos con Amor"|"0.0"|"45.99"|""
"ALM06018"|"oculto"|"50"|"Frigorífico Swift"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM14021"|"oculto"|"28"|"Mil Hojas"|"Fideos tirabuzón 500gr."|""|"Don Sixto"|"0.0"|"27.85"|""
"ALM14022"|"oculto"|"28"|"Mil Hojas"|"Fideos mostachol 500gr."|""|"Don Sixto"|"0.0"|"27.85"|""
"ALM25031"|"oculto"|"12"|"Tyna"|"Galletitas surtidas 400gr."|"Turimar"|"Turimar"|"0.0"|"33.99"|""
"ALM25032"|"oculto"|"12"|"Tyna"|"Galletitas con chips de chocolate 400gr."|"Turimar"|"Turimar"|"0.0"|"0.0"|""
"ALM25033"|"oculto"|"12"|"Tyna"|"Galletitas dulces sabor miel 400gr."|"Turimar"|"Turimar"|"0.0"|"0.0"|""
"ALM25034"|"oculto"|"12"|"Tyna"|"Bananitas bañadas 320gr."|"Turimar"|"Turimar"|"0.0"|"0.0"|""
"ALM25035"|"oculto"|"12"|"Tyna"|"Bizcochitos de grasa 200gr."|"Turimar"|"Turimar"|"0.0"|"0.0"|""
"ALM26016"|"oculto"|"11"|"Fargo"|"Pan lacteado 600gr."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26017"|"oculto"|"11"|"Fargo"|"Pan lactal salvado 600gr."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26018"|"oculto"|"11"|"Fargo"|"Mini torpedo 6u."|""|"Estrella"|"0.0"|"0.0"|""
"ALM26019"|"oculto"|"11"|"Fargo"|"Masas secas 200gr."|""|"Estrella"|"0.0"|"0.0"|""
"ALM26020"|"oculto"|"11"|"Fargo"|"Cañoncitos 9u."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26021"|"oculto"|"11"|"Fargo"|"Arrolladitos 8u."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM25036"|"oculto"|"11"|"Fargo"|"Tostadas light reducidas en grasas 200 g"|""|"Marinozzi"|"25.0"|"0.0"|""
"ALM25037"|"activo"|"11"|"Fargo"|"Tostadas de mesa 200 g"|""|"Marinozzi"|"38.75"|"58.75"|""
"CAN02011"|"oculto"|"31"|"Varios"|"Canasta Sandwichito"|"Pan lacteado 300gr. Estrella + Queso en barra Lácteos La Resistencia 200gr. + Jamón cocido Embutidos Natali 150gr."|"Varios"|"0.0"|"0.0"|""
"FRE08007"|"activo"|"27"|"Embutidos Natali"|"Jamón cocido feteado 150 g"|""|"Embutidos Natali"|"38.12"|"57.6"|""
"ALM26013"|"oculto"|"11"|"Fargo"|"Pan para hamburguesas 2u."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM25105"|"oculto"|"62"|"Pronoar "|"Almendras 250 g"|""|"Pronoar"|"198.0"|"0.0"|""
"ALM25106"|"activo"|"62"|"Pronoar "|"Nueces peladas 250 g"|""|"Pronoar"|"156.2"|"0.0"|""
"HIP03007"|"oculto"|"22"|"Tierra Nuestra"|"Alcohol en gel"|""|"Tierra Nuestra"|"0.0"|"0.0"|""
"TIE00008"|"oculto"|"78"|"Sello El Qubil"|"CD Ismael Torres - Vivo en Cuba"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00009"|"oculto"|"78"|"Sello El Qubil"|"CD+Libro Dani Perez - La sombra del primero + Hablar sin saber"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00010"|"oculto"|"78"|"Sello El Qubil"|"CD Mofo - Mofo"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00011"|"oculto"|"78"|"Sello El Qubil"|"CD Degrade - Degrade"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00012"|"oculto"|"78"|"Sello El Qubil"|"CD El Regreso del Coelacanto - Por el borde"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"ALM14019"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM15011"|"oculto"|"1"|"Genérico"|"Aceite de girasol 900cc."|"San Bernardino"|"San Bernardino"|"0.0"|"0.0"|""
"FRE10020"|"oculto"|"67"|"Frigorífico Los Abuelos"|"Costeletitas de cerdo 900 g"|""|"Frigorífico Los Abuelos"|"141.9"|"0.0"|""
"ALM36018"|"oculto"|"65"|"Artemio"|"Vino clásico tinto 700ml."|""|"Viñas de Alvear"|"0.0"|"0.0"|""
"FRE10021"|"oculto"|"67"|"Frigorífico Los Abuelos"|"Solomillo de cerdo 1kg."|"Frigorífico Los Abuelos"|"Frigorífico Los Abuelos"|"0.0"|"0.0"|""
"ALM15004"|"oculto"|"74"|"Distribuidora Terán"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM15005"|"oculto"|"74"|"Distribuidora Terán"|"Lentejas 400gr."|"Legumbres Elio"|"Legumbres Elio"|"0.0"|"0.0"|""
"ALM15006"|"oculto"|"74"|"Distribuidora Terán"|"Jardinera en lata 350gr."|"Legumbres Elio"|"Legumbres Elio"|"0.0"|"0.0"|""
"ALM20013"|"oculto"|"9"|"Poroto Santto"|"Mermelada de calabaza 400gr."|"Poroto Santto"|"Poroto Santto"|"0.0"|"0.0"|""
"ALM39002"|"oculto"|"55"|"Movimiento Cajonardi"|"Cerveza artesanal morocha 350ml."|"Movimiento Cajonardi. Del Llano"|"Movimiento Cajonardi"|"0.0"|"0.0"|""
"FRE10022"|"oculto"|"67"|"Frigorífico Los Abuelos"|"Marucha de cerdo 1k"|""|"Frigorífico Los Abuelos"|"132.0"|"140.0"|"1"
"HIP03008"|"oculto"|"57"|"Life Cup"|"Copa Menstrual"|"Copa de silicona médica reutilizable. Duración 10 años"|"Life Cup"|"582.4"|"0.0"|""
"TIE00013"|"oculto"|"31"|"Varios"|"DVD Los Vecinos Re Contentos - Villanos"|""|"Varios"|"0.0"|"0.0"|""
"TIE00014"|"oculto"|"31"|"Varios"|"DVD Los Vecinos Re Contentos - La Fama cuesta"|""|"Varios"|"0.0"|"0.0"|""
"FRE06019"|"oculto"|"51"|"Trigarte"|"SIN TACC- Fideos frescos 250 g"|"División celíacos"|"Trigarte"|"46.2"|"0.0"|""
"ALM20014"|"oculto"|"9"|"Poroto Santto"|"Sal de roca 500 g"|"Producida en las salinas de Córdoba. Sin agregados químicos"|"Poroto Santto"|"132.0"|"0.0"|""
"FRE08008"|"oculto"|"33"|"Gallinas Libres"|"Salame artesanal 300gr."|"Cooperativa Mainumbi, Totoras"|"Cooperativa Mainumbi"|"0.0"|"0.0"|""
"ALM15007"|"oculto"|"74"|"Distribuidora Terán"|"Arroz largo fino 1kg."|"Legumbres Elio"|"Legumbres Elio"|"0.0"|"0.0"|""
"FRE14007"|"activo"|"28"|"Mil Hojas"|"Ravioles de verdura 1 k"|""|"Mil Hojas"|"66.0"|"109.0"|""
"HIP50006"|"oculto"|"39"|"Selvamor"|"Enjuague bucal natural 100cc"|"Realizado base de hierbas antisépticas, hidrolatos, tinturas madres y aceites esenciales.Usos: disolver una tapita(la del mismo envase) en medio vaso de agua, para hacer buches luego del cepillado o bien utilizarlo como agua dentífrica, también se puede usar para aliviar el dolor de muela. Limpia en profundidad, dejando aliento fresco."|"Selvamor"|"0.0"|"0.0"|""
"HIP50007"|"activo"|"4"|"Distribuidora Parodi"|"Aerosol desinfectante 360 cc"|""|"Lysoform"|"83.47"|"105.25"|""
"HIP50008"|"oculto"|"4"|"Distribuidora Parodi"|"Prestobarba 3 hombre 2u."|""|"Gillette"|"0.0"|"0.0"|""
"HIP50009"|"oculto"|"4"|"Distribuidora Parodi"|"Prestobarba 3 mujer 2u."|""|"Gillette"|"0.0"|"0.0"|""
"HIP50010"|"oculto"|"3"|"Distribución Rosario"|"Talco para pies en polvo 100 g"|""|"Efficient"|"0.0"|"62.83"|""
"HIP50011"|"oculto"|"3"|"Distribución Rosario"|"Cepillo dental 2u."|"Oral B"|"Oral B"|"0.0"|"0.0"|""
"ALM39003"|"oculto"|"55"|"Movimiento Cajonardi"|"Cerveza artesanal rubia 350ml."|"Movimiento Cajonardi. Del Llano"|"Movimiento Cajonardi"|"0.0"|"0.0"|""
"FRE10024"|"oculto"|"50"|"Frigorífico Swift"|"Cuadrada feteada 750gr."|""|"Frigorífico Swift"|"0.0"|"147.9"|""
"CAN01007"|"activo"|"10"|"Lácteos La Resistencia"|"Canasta de Quesos familiar"|"(2kg): 0,375kg. pimienta + 0,375kg. ají y orégano + 0,375kg. provenzal + 0,375kg. Tradicional + 0,5kg. reggianito"|"Lácteos La Resistencia"|"605.0"|"790.25"|""
"TIE00015"|"oculto"|"31"|"Varios"|"Libro Pedro Peretti - El asesinato del capitán Laurent"|"Ediciones Ciccus"|"Varios"|"0.0"|"0.0"|""
"FRE04021"|"oculto"|"54"|"Souno "|"Hamburguesas Choclo y zucchini"|"6 unidades x 100 g"|"Souno"|"0.0"|"0.0"|""
"ALM36019"|"oculto"|"49"|"Distribuidora Andina"|"Agua saborizada limón 1500cc. 6u."|"We"|"We"|"0.0"|"0.0"|""
"ALM49009"|"oculto"|"71"|"Coco Eco"|"Budín integral agroecológico limón y miel"|"Coco Eco. Comida agroecológica hecha con amor"|"Coco Eco"|"0.0"|"55.0"|""
"ALM39004"|"activo"|"55"|"Movimiento Cajonardi"|"Cerveza Morocha Artesanal 1 L"|"Movimiento Cajonardi. Envase retornable"|"Del Llano"|"121.0"|"0.0"|""
"ALM39005"|"activo"|"55"|"Movimiento Cajonardi"|"Cerveza Rubia Artesanal 1 L"|"Movimiento Cajonardi. Envase retornable"|"Del Llano"|"121.0"|"0.0"|""
"ALM39006"|"oculto"|"55"|"Movimiento Cajonardi"|"Cerveza Roja Artesanal 350ml."|"Movimiento Cajonardi. Del Llano. Envase retornable"|"Movimiento Cajonardi"|"0.0"|"0.0"|""
"FRE14008"|"activo"|"53"|"Alimentos con Amor"|"Bandeja 48 Sandwiches simples Surtidos"|""|"Alimentos con Amor"|"330.0"|"350.0"|""
"FRE14009"|"oculto"|"53"|"Alimentos con Amor"|"Bandeja 48 Sandwiches simples JyQ"|""|"Alimentos con Amor"|"0.0"|"250.0"|""
"FRE14011"|"activo"|"53"|"Alimentos con Amor"|"Bandeja 24 Sandwiches simples JyQ"|""|"Alimentos con Amor"|"165.0"|"180.0"|""
"FRE06021"|"oculto"|"45"|"Ríolupa S.A."|"Medallones de merluza 105gr. 8u."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"ALM39009"|"oculto"|"11"|"Fargo"|"Galletas de arroz con semillas 75 g"|""|"Rodez"|"18.4"|"0.0"|""
"ALM12006"|"activo"|"3"|"Distribución Rosario"|"Yerba mate 25 u"|"La Hoja en saquitos"|"La Hoja"|"29.05"|"35.99"|""
"FRE06020"|"oculto"|"60"|"Frango S.R.L."|"Supremas de pechuga 1k"|"Doble empanado"|"Frango S.R.L."|"105.6"|"0.0"|""
"ALM25023"|"activo"|"34"|"Salvena Miel"|"Turrón higos 1u 100 g"|""|"Salvena Miel"|"30.25"|"40.0"|""
"ALM25024"|"oculto"|"34"|"Salvena Miel"|"Pack turrones 5u."|"Salvena Miel. Almendras + castañas + ciruelas + higos + pasas de uva"|"Salvena Miel"|"0.0"|"0.0"|""
"ALM25025"|"oculto"|"71"|"Coco Eco"|"Budín integral de banana"|"Comida agroecológica hecha con amor"|"Coco Eco"|"0.0"|"55.0"|""
"ALM25026"|"oculto"|"71"|"Coco Eco"|"Budin integral con chips de chocolate"|"350gr. 100% integral agroecológica con frutos secos y chips choco. Vegano"|"Coco Eco"|"77.0"|"0.0"|""
"ALM25027"|"oculto"|"53"|"Alimentos con Amor"|"Pan dulce con chips de chocolate"|""|"Alimentos con Amor"|"0.0"|"0.0"|""
"TIE00020"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antihéroes Eduardo Galeano"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00016"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesas Gilda"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"100.0"|""
"TIE00021"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Liga de Antiprincesas"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00019"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Feminismos Populares. Pedagogías y Políticas"|"Editorial El Colectivo. Compiladora Claudia Korol"|"Editorial Chirimbote"|"0.0"|"0.0"|""
